Employee Id,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole
491,Bernarda E Gervais,50,No,Travel_Rarely,1046,Research & Development,3,Technical Degree,Male,100,3,Healthcare Representative,Single,10496,2755,6,No,15,3,0,20,2,4,3
492,Raymon I Chavarria,40,Yes,Travel_Rarely,575,Sales,2,Marketing,Male,68,2,Sales Executive,Married,6380,6110,2,Yes,12,3,2,8,6,6,4
493,Audrea B Prather,31,No,Travel_Rarely,408,Research & Development,4,Life Sciences,Male,42,1,Research Scientist,Single,2657,7551,0,Yes,16,3,0,3,5,2,2
494,Isis N Rufus,21,Yes,Travel_Rarely,156,Sales,3,Life Sciences,Female,90,1,Sales Representative,Single,2716,25422,1,No,15,3,0,1,0,1,0
495,Lucienne U Clyne,29,No,Travel_Rarely,1283,Research & Development,3,Life Sciences,Male,54,1,Research Scientist,Single,2201,18168,9,No,16,3,0,6,4,3,2
496,Jasper P Barnaby,35,No,Travel_Rarely,755,Research & Development,4,Life Sciences,Male,97,2,Healthcare Representative,Single,6540,19394,9,No,19,3,0,10,5,1,1
497,Walter B Mcmorrow,27,No,Travel_Rarely,1469,Research & Development,2,Medical,Male,82,1,Laboratory Technician,Divorced,3816,17881,1,No,11,3,1,5,2,5,2
498,Shasta F Bay,28,No,Travel_Rarely,304,Sales,4,Life Sciences,Male,92,2,Sales Executive,Single,5253,20750,1,No,16,3,0,7,1,7,5
499,Darren U Shoulders,49,No,Travel_Rarely,1261,Research & Development,3,Other,Male,31,3,Healthcare Representative,Single,10965,12066,8,No,24,4,0,26,2,5,2
500,Nicola S Bellis,51,No,Travel_Rarely,1178,Sales,2,Life Sciences,Female,87,2,Sales Executive,Married,4936,14862,4,No,11,3,1,18,2,7,7
501,Thurman T Caceres,36,No,Travel_Rarely,329,Research & Development,3,Life Sciences,Female,96,1,Research Scientist,Married,2543,11868,4,No,13,3,1,6,3,2,2
502,Allen L Vachon,34,Yes,Non-Travel,1362,Sales,3,Marketing,Male,67,2,Sales Executive,Single,5304,4652,8,Yes,13,3,0,9,3,5,2
505,Yung G Booher,55,No,Travel_Rarely,1311,Research & Development,3,Life Sciences,Female,97,4,Manager,Single,16659,23258,2,Yes,13,3,0,30,2,5,4
507,Emiko Z Lolley,24,No,Travel_Rarely,1371,Sales,4,Marketing,Female,77,2,Sales Executive,Divorced,4260,5915,1,Yes,12,3,1,5,2,5,2
508,Dian I Peachey,30,No,Travel_Rarely,202,Sales,1,Technical Degree,Male,72,1,Sales Representative,Married,2476,17434,1,No,18,3,1,1,3,1,0
510,Carmen U Benbow,26,Yes,Travel_Frequently,575,Research & Development,1,Technical Degree,Male,73,1,Research Scientist,Single,3102,6582,0,No,22,4,0,7,2,6,4
511,Kimberly K Carr,22,No,Travel_Rarely,253,Research & Development,3,Medical,Female,43,1,Research Scientist,Married,2244,24440,1,No,13,3,1,2,1,2,1
513,Damian F Mcgaughey,36,No,Travel_Rarely,164,Sales,2,Medical,Male,61,3,Sales Executive,Married,7596,3809,1,No,13,3,2,10,2,10,9
514,Jeff W Zacarias,30,Yes,Travel_Frequently,464,Research & Development,3,Technical Degree,Male,40,1,Research Scientist,Single,2285,3427,9,Yes,23,4,0,3,4,1,0
515,Vernell X Amado,37,No,Travel_Rarely,1107,Research & Development,3,Life Sciences,Female,95,1,Laboratory Technician,Divorced,3034,26914,1,No,12,3,1,18,2,18,7
516,Nadia B Rosner,40,No,Travel_Rarely,759,Sales,2,Marketing,Female,46,2,Sales Executive,Divorced,5715,22553,7,No,12,3,2,8,5,5,4
517,Elijah P Elkin,42,No,Travel_Rarely,201,Research & Development,4,Life Sciences,Female,95,1,Laboratory Technician,Divorced,2576,20490,3,No,16,3,1,8,5,5,2
518,Kirby W Estrella,37,No,Travel_Rarely,1305,Research & Development,4,Life Sciences,Male,49,2,Manufacturing Director,Single,4197,21123,2,Yes,12,3,0,18,2,1,0
520,Bernie M Kish,43,No,Travel_Rarely,982,Research & Development,3,Life Sciences,Male,59,4,Research Director,Divorced,14336,4345,1,No,11,3,1,25,3,25,10
521,Judson Y Hodson,40,No,Travel_Rarely,555,Research & Development,3,Medical,Female,78,2,Laboratory Technician,Married,3448,13436,6,No,22,4,1,20,3,1,0
522,Carey N Mccready,54,No,Travel_Rarely,821,Research & Development,2,Medical,Male,86,5,Research Director,Married,19406,8509,4,No,11,3,1,24,4,4,2
523,Shayne T Claytor,34,No,Non-Travel,1381,Sales,4,Marketing,Female,72,2,Sales Executive,Married,6538,12740,9,No,15,3,1,6,3,3,2
524,Ashlie G Cadena,31,No,Travel_Rarely,480,Research & Development,2,Medical,Female,31,2,Manufacturing Director,Married,4306,4156,1,No,12,3,1,13,5,13,10
525,Noah O Love,43,No,Travel_Frequently,313,Research & Development,3,Medical,Male,61,1,Laboratory Technician,Married,2258,15238,7,No,20,4,1,8,1,3,2
526,Lashaunda Y Munden,43,No,Travel_Rarely,1473,Research & Development,4,Other,Female,74,2,Healthcare Representative,Divorced,4522,2227,4,Yes,14,3,0,8,3,5,2
527,Colin V Likens,25,No,Travel_Rarely,891,Sales,2,Life Sciences,Female,99,2,Sales Executive,Single,4487,12090,1,Yes,11,3,0,5,3,5,4
529,Kylie K Freda,37,No,Non-Travel,1063,Research & Development,5,Medical,Female,72,2,Research Scientist,Married,4449,23866,3,Yes,15,3,2,15,2,13,11
530,Krishna G Raby,31,No,Travel_Rarely,329,Research & Development,2,Life Sciences,Male,98,1,Laboratory Technician,Married,2218,16193,1,No,12,3,1,4,3,4,2
531,Launa N Kohl,39,No,Travel_Frequently,1218,Research & Development,1,Life Sciences,Male,52,5,Manager,Divorced,19197,8213,1,Yes,14,3,1,21,3,21,8
532,Trent J Lockman,56,No,Travel_Frequently,906,Sales,3,Life Sciences,Female,86,4,Sales Executive,Married,13212,18256,9,No,11,3,3,36,0,7,7
533,Alisha D Coppock,30,No,Travel_Rarely,1082,Sales,3,Technical Degree,Female,83,2,Sales Executive,Single,6577,19558,0,No,11,3,0,6,6,5,4
534,Richie I Weisz,41,No,Travel_Rarely,645,Sales,3,Marketing,Male,49,3,Sales Executive,Married,8392,19566,1,No,16,3,1,10,2,10,7
536,Leticia V Lewandowski,28,No,Travel_Rarely,1300,Research & Development,2,Medical,Male,79,2,Laboratory Technician,Divorced,4558,13535,1,No,12,3,1,10,2,10,0
538,Elaine B Randazzo,25,Yes,Travel_Rarely,688,Research & Development,3,Medical,Male,91,1,Laboratory Technician,Married,4031,9396,5,No,13,3,1,6,5,2,2
543,Jack J Warfel,52,No,Travel_Rarely,319,Research & Development,3,Medical,Male,39,3,Manufacturing Director,Married,7969,19609,2,Yes,14,3,0,28,4,5,4
544,Kitty S Sickles,45,No,Travel_Rarely,192,Research & Development,2,Life Sciences,Male,69,1,Research Scientist,Married,2654,9655,3,No,21,4,2,8,3,2,2
546,Bruna R Welke,52,No,Travel_Rarely,1490,Research & Development,2,Life Sciences,Female,30,4,Manager,Married,16555,10310,2,No,13,3,0,31,2,5,2
547,Felix S Croker,42,No,Travel_Frequently,532,Research & Development,2,Life Sciences,Female,92,2,Research Scientist,Divorced,4556,12932,2,No,11,3,1,19,3,5,4
548,Eartha Z Oceguera,30,No,Travel_Rarely,317,Research & Development,3,Life Sciences,Female,43,2,Manufacturing Director,Single,6091,24793,2,No,20,4,0,11,2,5,4
549,Laurena P Caston,60,No,Travel_Rarely,422,Research & Development,3,Life Sciences,Female,41,5,Manager,Married,19566,3854,5,No,11,3,0,33,5,29,8
550,Beatrice A Knopf,46,No,Travel_Rarely,1485,Research & Development,3,Medical,Female,87,2,Manufacturing Director,Divorced,4810,26314,2,No,14,3,1,19,5,10,7
551,Zoila X Nair,42,No,Travel_Frequently,1368,Research & Development,4,Technical Degree,Female,88,2,Healthcare Representative,Married,4523,4386,0,No,11,3,3,7,4,6,5
554,Jae B Isabell,24,Yes,Travel_Rarely,1448,Sales,1,Technical Degree,Female,62,1,Sales Representative,Single,3202,21972,1,Yes,16,3,0,6,4,5,3
555,Donald P Phaneuf,34,Yes,Travel_Frequently,296,Sales,2,Marketing,Female,33,1,Sales Representative,Divorced,2351,12253,0,No,16,3,1,3,3,2,2
556,Tyrell R Bramlett,38,No,Travel_Frequently,1490,Research & Development,2,Life Sciences,Male,42,1,Laboratory Technician,Married,1702,12106,1,Yes,23,4,1,1,3,1,0
558,Ela K Hames,40,No,Travel_Rarely,1398,Sales,4,Life Sciences,Female,79,5,Manager,Married,18041,13022,0,No,14,3,0,21,2,20,15
560,Marlon M Caddell,26,No,Travel_Rarely,1349,Research & Development,3,Life Sciences,Female,90,1,Research Scientist,Divorced,2886,3032,1,No,22,4,2,3,3,3,2
562,Nolan V Velazco,30,No,Non-Travel,1400,Research & Development,3,Life Sciences,Male,53,1,Laboratory Technician,Married,2097,16734,4,No,15,3,1,9,3,5,3
564,Ashanti R Swim,29,No,Travel_Rarely,986,Research & Development,4,Medical,Male,93,3,Research Director,Married,11935,21526,1,No,18,3,0,10,2,10,2
565,Tamica J Holoman,29,Yes,Travel_Rarely,408,Research & Development,5,Technical Degree,Female,71,1,Research Scientist,Married,2546,18300,5,No,16,3,0,6,2,2,2
566,Marcell T Farias,19,Yes,Travel_Rarely,489,Human Resources,2,Technical Degree,Male,52,1,Human Resources,Single,2564,18437,1,No,12,3,0,1,3,1,0
567,Abram Q Keffer,30,No,Non-Travel,1398,Sales,4,Other,Female,69,3,Sales Executive,Married,8412,2890,0,No,11,3,0,10,3,9,8
568,Silas S Pyatt,57,No,Travel_Rarely,210,Sales,3,Marketing,Male,56,4,Manager,Divorced,14118,22102,3,No,12,3,1,32,3,1,0
569,Patria D Riedel,50,No,Travel_Rarely,1099,Research & Development,4,Life Sciences,Male,88,4,Manager,Married,17046,9314,0,No,15,3,1,28,2,27,10
571,Nicholas B Salcedo,30,No,Non-Travel,1116,Research & Development,3,Medical,Female,49,1,Laboratory Technician,Single,2564,7181,0,No,14,3,0,12,2,11,7
573,Brendon E Mone,60,No,Travel_Frequently,1499,Sales,3,Marketing,Female,80,3,Sales Executive,Married,10266,2845,4,No,19,3,0,22,5,18,13
574,Velda V Larue,47,No,Travel_Rarely,983,Research & Development,2,Medical,Female,65,2,Manufacturing Director,Divorced,5070,7389,5,No,13,3,3,20,2,5,0
575,Sharita Y Lombardi,46,No,Travel_Rarely,1009,Research & Development,3,Life Sciences,Male,51,4,Research Director,Married,17861,2288,6,No,13,3,0,26,2,3,2
577,Virgil R Yuen,35,No,Travel_Rarely,144,Research & Development,3,Life Sciences,Male,46,1,Laboratory Technician,Single,4230,19225,0,No,15,3,0,6,2,5,4
578,Delfina O Day,54,No,Travel_Rarely,548,Research & Development,4,Life Sciences,Female,42,2,Laboratory Technician,Single,3780,23428,7,No,11,3,0,19,3,1,0
579,Haley G Bova,34,No,Travel_Rarely,1303,Research & Development,4,Life Sciences,Male,62,1,Research Scientist,Divorced,2768,8416,3,No,12,3,1,14,3,7,3
580,Margarite E Blalock,46,No,Travel_Rarely,1125,Sales,3,Marketing,Female,94,3,Sales Executive,Married,9071,11563,2,Yes,19,3,1,15,3,3,2
581,Rina L Chacon,31,No,Travel_Rarely,1274,Research & Development,1,Life Sciences,Male,33,3,Manufacturing Director,Divorced,10648,14394,1,No,25,4,1,13,6,13,8
582,Ramonita Z Fincher,33,Yes,Travel_Rarely,1277,Research & Development,1,Medical,Male,56,3,Manager,Married,13610,24619,7,Yes,12,3,0,15,2,7,6
584,Lindsey W Whittle,33,Yes,Travel_Rarely,587,Research & Development,1,Medical,Male,38,1,Laboratory Technician,Divorced,3408,6705,7,No,13,3,3,8,2,4,3
585,Mauricio U Talty,30,No,Travel_Rarely,413,Sales,1,Marketing,Male,57,1,Sales Representative,Single,2983,18398,0,No,14,3,0,4,3,3,2
586,Chau R Barron,35,No,Travel_Rarely,1276,Research & Development,3,Life Sciences,Male,72,3,Healthcare Representative,Married,7632,14295,4,Yes,12,3,0,10,2,8,7
587,Lino M Lizarraga,31,Yes,Travel_Frequently,534,Research & Development,3,Life Sciences,Male,66,3,Healthcare Representative,Married,9824,22908,3,No,12,3,0,12,2,1,0
590,Fredericka J Varney,34,Yes,Travel_Frequently,988,Human Resources,3,Human Resources,Female,43,3,Human Resources,Divorced,9950,11533,9,Yes,15,3,3,11,2,3,2
591,Aundrea W Lundberg,42,No,Travel_Frequently,1474,Research & Development,2,Other,Male,97,1,Laboratory Technician,Married,2093,9260,4,No,17,3,1,8,4,2,2
592,Son D Ricketts,36,No,Non-Travel,635,Sales,4,Medical,Male,32,3,Sales Executive,Single,9980,15318,1,No,14,3,0,10,3,10,3
593,Dorothea J Canterbury,22,Yes,Travel_Frequently,1368,Research & Development,1,Technical Degree,Male,99,1,Laboratory Technician,Single,3894,9129,5,No,16,3,0,4,3,2,2
595,Zenia D Owings,48,No,Travel_Rarely,163,Sales,5,Marketing,Female,37,2,Sales Executive,Married,4051,19658,2,No,14,3,1,14,2,9,7
597,Seth N Lipsky,55,No,Travel_Rarely,1117,Sales,5,Life Sciences,Female,83,4,Manager,Single,16835,9873,3,No,23,4,0,37,2,10,9
599,Miles N Light,41,No,Non-Travel,267,Sales,2,Life Sciences,Male,56,2,Sales Executive,Single,6230,13430,7,No,14,3,0,16,3,14,3
600,Tyler N Larkins,35,No,Travel_Rarely,619,Sales,3,Marketing,Male,85,2,Sales Executive,Married,4717,18659,9,No,11,3,0,15,2,11,9
601,Asa E Kunze,40,No,Travel_Rarely,302,Research & Development,3,Life Sciences,Female,75,4,Manufacturing Director,Single,13237,20364,7,No,15,3,0,22,3,20,6
602,Sal C Heiden,39,No,Travel_Frequently,443,Research & Development,1,Life Sciences,Female,48,1,Laboratory Technician,Married,3755,17872,1,No,11,3,1,8,3,8,3
604,Tomas V Krout,31,No,Travel_Rarely,828,Sales,1,Life Sciences,Male,77,2,Sales Executive,Single,6582,8346,4,Yes,13,3,0,10,2,6,5
605,Ben N Lamson,42,No,Travel_Rarely,319,Research & Development,3,Medical,Male,56,3,Manufacturing Director,Married,7406,6950,1,Yes,21,4,1,10,5,10,9
606,Myra H Parra,45,No,Travel_Rarely,561,Sales,3,Other,Male,61,2,Sales Executive,Married,4805,16177,0,No,19,3,1,9,3,8,7
608,Adele M Burnam,26,Yes,Travel_Frequently,426,Human Resources,4,Life Sciences,Female,58,1,Human Resources,Divorced,2741,22808,0,Yes,11,3,1,8,2,7,7
611,Adria M Melendrez,29,No,Travel_Rarely,232,Research & Development,3,Technical Degree,Male,34,2,Manufacturing Director,Divorced,4262,22645,4,No,12,3,2,8,2,3,2
612,Clemmie F Montague,33,No,Travel_Rarely,922,Research & Development,5,Medical,Female,95,4,Research Director,Divorced,16184,22578,4,No,19,3,1,10,2,6,1
613,Valarie O Gorecki,31,No,Travel_Rarely,688,Sales,3,Life Sciences,Male,44,3,Manager,Divorced,11557,25291,9,No,21,4,1,10,3,5,4
614,Adell W Trower,18,Yes,Travel_Frequently,1306,Sales,3,Marketing,Male,69,1,Sales Representative,Single,1878,8059,1,Yes,14,3,0,0,3,0,0
615,Eric C Irvine,40,No,Non-Travel,1094,Sales,3,Other,Male,58,3,Sales Executive,Divorced,10932,11373,3,No,15,3,1,20,2,1,0
616,Letha L Apel,41,No,Non-Travel,509,Research & Development,4,Other,Female,62,2,Healthcare Representative,Single,6811,2112,2,Yes,17,3,0,10,3,8,7
618,Nannie Z Seeman,26,No,Travel_Rarely,775,Sales,2,Medical,Male,45,2,Sales Executive,Divorced,4306,4267,5,No,12,3,2,8,5,0,0
620,Reynalda M Millwood,35,No,Travel_Rarely,195,Sales,3,Medical,Female,80,2,Sales Executive,Single,4859,6698,1,No,16,3,0,5,3,5,4
621,Tanner Y Hollenbeck,34,No,Travel_Rarely,258,Sales,4,Life Sciences,Male,74,2,Sales Executive,Single,5337,19921,1,No,12,3,0,10,3,10,7
622,Amado C Bonet,26,Yes,Travel_Rarely,471,Research & Development,3,Technical Degree,Male,66,1,Laboratory Technician,Single,2340,23213,1,Yes,18,3,0,1,3,1,0
623,Jeanetta N Norden,37,No,Travel_Rarely,799,Research & Development,3,Technical Degree,Female,59,3,Manufacturing Director,Single,7491,23848,4,No,17,3,0,12,3,6,5
624,Paris U Leite,46,No,Travel_Frequently,1034,Research & Development,1,Medical,Female,86,3,Healthcare Representative,Married,10527,8984,5,No,11,3,0,28,3,2,2
625,Alexis Q Grose,41,No,Travel_Rarely,1276,Sales,5,Life Sciences,Female,91,4,Manager,Married,16595,5626,7,No,16,3,1,22,2,18,16
626,Chadwick I Hargreaves,37,No,Non-Travel,142,Sales,4,Medical,Male,69,3,Sales Executive,Divorced,8834,24666,1,No,13,3,1,9,6,9,5
630,Perry E Huddleston,52,No,Travel_Rarely,956,Research & Development,2,Technical Degree,Male,78,2,Research Scientist,Divorced,5577,22087,3,Yes,12,3,2,18,3,10,9
631,Hollis Z Carr,32,Yes,Non-Travel,1474,Sales,4,Other,Male,60,2,Sales Executive,Married,4707,23914,8,No,12,3,0,6,2,4,2
632,Kiara T Martinez,24,No,Travel_Frequently,535,Sales,3,Medical,Male,38,1,Sales Representative,Married,2400,5530,0,No,13,3,2,3,3,2,2
634,Brigitte D Fendley,38,No,Travel_Rarely,1495,Research & Development,3,Medical,Female,76,2,Healthcare Representative,Married,9824,22174,3,No,19,3,1,18,4,1,0
635,Bobbie P Chumley,37,No,Travel_Rarely,446,Research & Development,4,Life Sciences,Female,65,2,Manufacturing Director,Married,6447,15701,6,No,12,3,1,8,2,6,5
638,Hong M Townson,49,No,Travel_Rarely,1245,Research & Development,4,Life Sciences,Male,58,5,Research Director,Divorced,19502,2125,1,Yes,17,3,1,31,5,31,9
639,Keith B Macha,24,No,Travel_Rarely,691,Research & Development,3,Medical,Male,89,1,Research Scientist,Married,2725,21630,1,Yes,11,3,2,6,3,6,5
641,Harriett A Mccurry,26,No,Travel_Rarely,703,Sales,2,Marketing,Male,66,2,Sales Executive,Married,6272,7428,1,No,20,4,2,6,5,5,3
643,Andres S Garner,24,No,Travel_Rarely,823,Research & Development,2,Other,Male,94,1,Laboratory Technician,Married,2127,9100,1,No,21,4,1,1,2,1,0
644,Ken X Weisberg,50,No,Travel_Frequently,1246,Human Resources,3,Medical,Male,99,5,Manager,Married,18200,7999,1,No,11,3,1,32,2,32,5
645,Moises U Hughs,25,No,Travel_Rarely,622,Sales,1,Medical,Male,40,1,Sales Representative,Married,2096,26376,1,No,11,3,0,7,1,7,4
647,Sunshine F Earle,24,Yes,Travel_Frequently,1287,Research & Development,3,Life Sciences,Female,55,1,Laboratory Technician,Married,2886,14168,1,Yes,16,3,1,6,4,6,3
648,Lavette P Cheney,30,Yes,Travel_Frequently,448,Sales,4,Life Sciences,Male,74,1,Sales Representative,Married,2033,14470,1,No,18,3,1,1,2,1,0
649,Carmen F Barret,34,No,Travel_Rarely,254,Research & Development,2,Life Sciences,Male,83,1,Research Scientist,Married,3622,22794,1,Yes,13,3,1,6,3,6,5
650,Lizzie D Ratcliff,31,Yes,Travel_Rarely,1365,Sales,4,Medical,Male,46,2,Sales Executive,Divorced,4233,11512,2,No,17,3,0,9,2,3,1
652,Nick Q Packard,35,No,Travel_Rarely,538,Research & Development,2,Other,Male,54,2,Laboratory Technician,Single,3681,14004,4,No,14,3,0,9,3,3,2
653,Alonzo W Stanford,31,No,Travel_Rarely,525,Sales,4,Medical,Male,66,2,Sales Executive,Divorced,5460,6219,4,No,22,4,2,13,4,7,7
655,Brett Z Vadnais,27,No,Travel_Rarely,798,Research & Development,4,Medical,Female,66,1,Research Scientist,Divorced,2187,5013,0,No,12,3,2,6,5,5,3
656,Madalene J Martine,37,No,Travel_Rarely,558,Sales,3,Marketing,Male,75,2,Sales Executive,Married,9602,3010,4,Yes,11,3,1,17,3,3,0
657,Charles S Nicholes,20,No,Travel_Rarely,959,Research & Development,3,Life Sciences,Female,83,1,Research Scientist,Single,2836,11757,1,No,13,3,0,1,0,1,0
659,Kristofer Y Fizer,42,No,Travel_Rarely,622,Research & Development,4,Life Sciences,Female,81,2,Healthcare Representative,Married,4089,5718,1,No,13,3,2,10,4,10,2
661,Elmo G Pagano,43,No,Travel_Rarely,782,Research & Development,4,Other,Male,50,4,Research Director,Divorced,16627,2671,4,Yes,14,3,1,21,3,1,0
662,Lindy M Reel,38,No,Travel_Rarely,362,Research & Development,1,Life Sciences,Female,43,1,Research Scientist,Single,2619,14561,3,No,17,3,0,8,3,0,0
663,Dewayne X Groom,43,No,Travel_Frequently,1001,Research & Development,5,Medical,Male,72,2,Laboratory Technician,Divorced,5679,19627,3,Yes,13,3,1,10,3,8,7
664,Elenora V Halley,48,No,Travel_Rarely,1236,Research & Development,4,Life Sciences,Female,40,4,Manager,Married,15402,17997,7,No,11,3,1,21,3,3,2
665,Rosette F Cascio,44,No,Travel_Rarely,1112,Human Resources,4,Life Sciences,Female,50,2,Human Resources,Single,5985,26894,4,No,11,3,0,10,1,2,2
666,Analisa X Birdsell,34,No,Travel_Rarely,204,Sales,3,Technical Degree,Female,31,1,Sales Representative,Divorced,2579,2912,1,Yes,18,3,2,8,3,8,2
667,Jacinta Y Cheney,27,Yes,Travel_Rarely,1420,Sales,1,Marketing,Male,85,1,Sales Representative,Divorced,3041,16346,0,No,11,3,1,5,3,4,3
669,Matt D Bramblett,21,No,Travel_Rarely,1343,Sales,1,Technical Degree,Male,49,1,Sales Representative,Single,3447,24444,1,No,11,3,0,3,2,3,2
671,Queenie M Alder,44,No,Travel_Rarely,1315,Research & Development,4,Other,Male,35,5,Manager,Married,19513,9358,4,Yes,12,3,1,26,2,2,2
675,Darwin W Lemoine,22,No,Travel_Rarely,604,Research & Development,1,Medical,Male,69,1,Research Scientist,Married,2773,12145,0,No,20,4,0,3,3,2,2
677,Erik W Steffen,33,No,Travel_Rarely,1216,Sales,4,Marketing,Male,39,2,Sales Executive,Divorced,7104,20431,0,No,12,3,0,6,3,5,0
679,Ching D Applegate,32,No,Travel_Rarely,646,Research & Development,4,Life Sciences,Female,92,2,Research Scientist,Married,6322,18089,1,Yes,12,3,1,6,2,6,4
680,Warren L Manion,30,No,Travel_Frequently,160,Research & Development,3,Medical,Female,71,1,Research Scientist,Divorced,2083,22653,1,No,20,4,1,1,2,1,0
682,Celestine H Alderson,53,No,Travel_Rarely,238,Sales,1,Medical,Female,34,2,Sales Executive,Single,8381,7507,7,No,20,4,0,18,2,14,7
683,Tammi S Garret,34,No,Travel_Rarely,1397,Research & Development,5,Life Sciences,Male,42,1,Research Scientist,Married,2691,7660,1,No,12,3,1,10,4,10,9
684,Tamesha I Knepper,45,Yes,Travel_Frequently,306,Sales,4,Life Sciences,Female,100,2,Sales Executive,Married,4286,5630,2,No,14,3,2,5,4,1,1
686,Bernardina X Roesch,26,No,Travel_Rarely,991,Research & Development,3,Life Sciences,Female,71,1,Laboratory Technician,Married,2659,17759,1,Yes,13,3,1,3,2,3,2
689,Mariano Y Kyles,37,No,Travel_Rarely,482,Research & Development,3,Other,Male,36,3,Manufacturing Director,Married,9434,9606,1,No,15,3,1,10,2,10,7
690,Kristie E Jain,29,No,Travel_Rarely,1176,Sales,2,Medical,Female,62,2,Sales Executive,Married,5561,3487,1,No,14,3,1,6,5,6,0
691,Jeff E Lucero,35,No,Travel_Rarely,1017,Research & Development,4,Life Sciences,Male,82,2,Research Scientist,Single,6646,19368,1,No,13,3,0,17,3,17,11
692,Leanna X Tibbetts,33,No,Travel_Frequently,1296,Research & Development,3,Life Sciences,Male,30,2,Healthcare Representative,Divorced,7725,5335,3,No,23,4,1,15,2,13,11
698,Robbie N Heckman,54,No,Travel_Rarely,397,Human Resources,4,Medical,Male,88,3,Human Resources,Married,10725,6729,2,No,15,3,1,16,1,9,7
699,Bernard N Weatherly,36,No,Travel_Rarely,913,Research & Development,2,Medical,Male,48,2,Manufacturing Director,Divorced,8847,13934,2,Yes,11,3,1,13,2,3,2
700,Lauren O Guzzi,27,No,Travel_Rarely,1115,Research & Development,4,Medical,Male,54,1,Research Scientist,Single,2045,15174,0,No,13,3,0,5,0,4,2
701,Carter C Hunt,20,Yes,Travel_Rarely,1362,Research & Development,1,Medical,Male,32,1,Research Scientist,Single,1009,26999,1,Yes,11,3,0,1,5,1,0
702,Isaiah Y Magwood,33,Yes,Travel_Frequently,1076,Research & Development,3,Life Sciences,Male,70,1,Research Scientist,Single,3348,3164,1,Yes,11,3,0,10,3,10,8
704,Vicki Y Hargrave,35,No,Non-Travel,727,Research & Development,3,Life Sciences,Male,41,1,Laboratory Technician,Married,1281,16900,1,No,18,3,2,1,3,1,0
705,Orval Q Schlesinger,23,No,Travel_Rarely,885,Research & Development,3,Medical,Male,58,1,Research Scientist,Married,2819,8544,2,No,16,3,1,5,3,3,2
707,Elois Z Ono,25,No,Travel_Rarely,810,Sales,3,Life Sciences,Male,57,2,Sales Executive,Married,4851,15678,0,No,22,4,1,4,4,3,2
709,Andreas L Kennard,38,No,Travel_Rarely,243,Sales,4,Marketing,Female,46,2,Sales Executive,Single,4028,7791,0,No,20,4,0,8,2,7,7
710,Randee X Blunt,29,No,Travel_Frequently,806,Research & Development,4,Life Sciences,Male,76,1,Research Scientist,Divorced,2720,18959,1,No,18,3,1,10,5,10,7
712,Chester N Sitz,48,No,Travel_Rarely,817,Sales,1,Marketing,Male,56,2,Sales Executive,Married,8120,18597,3,No,12,3,0,12,3,2,2
714,Allyson I Ours,27,No,Travel_Frequently,1410,Sales,1,Medical,Female,71,2,Sales Executive,Divorced,4647,16673,1,Yes,20,4,2,6,3,6,5
715,Marlana W Zak,37,No,Travel_Rarely,1225,Research & Development,2,Life Sciences,Male,80,1,Research Scientist,Single,4680,15232,3,No,17,3,0,4,2,1,0
716,Shanti P Brinegar,50,No,Travel_Rarely,1207,Research & Development,1,Medical,Male,74,1,Laboratory Technician,Married,3221,3297,1,Yes,11,3,3,20,3,20,8
717,Valentin T Dearborn,34,No,Travel_Rarely,1442,Research & Development,3,Medical,Female,46,3,Healthcare Representative,Single,8621,17654,1,No,14,3,0,9,3,8,7
720,Stanton Y Cavallaro,24,Yes,Travel_Rarely,693,Sales,2,Life Sciences,Female,65,2,Sales Executive,Single,4577,24785,9,No,14,3,0,4,3,2,2
721,Adelaide L Harrop,39,No,Travel_Rarely,408,Research & Development,4,Technical Degree,Female,80,2,Healthcare Representative,Single,4553,20978,1,No,11,3,0,20,4,20,7
722,Vonda U Mckinnis,32,No,Travel_Rarely,929,Sales,3,Marketing,Male,55,2,Sales Executive,Single,5396,21703,1,No,12,3,0,10,2,10,7
723,Graham O Romeo,50,Yes,Travel_Frequently,562,Sales,2,Technical Degree,Male,50,2,Sales Executive,Married,6796,23452,3,Yes,14,3,1,18,4,4,3
724,Bert Q Lauritzen,38,No,Travel_Rarely,827,Research & Development,4,Life Sciences,Female,33,2,Healthcare Representative,Single,7625,19383,0,No,13,3,0,10,4,9,7
725,Bryce B Edens,27,No,Travel_Rarely,608,Research & Development,2,Life Sciences,Female,68,3,Manufacturing Director,Married,7412,6009,1,No,11,3,0,9,3,9,7
727,Leonia Y Derosier,32,No,Travel_Rarely,1018,Research & Development,2,Life Sciences,Female,39,3,Research Director,Single,11159,19373,3,No,15,3,0,10,6,7,7
728,Jesus H Guillen,47,No,Travel_Rarely,703,Sales,4,Marketing,Male,42,2,Sales Executive,Single,4960,11825,2,No,12,3,0,20,2,7,7
729,Sammy C Holtzclaw,40,No,Travel_Frequently,580,Sales,4,Life Sciences,Male,48,3,Sales Executive,Married,10475,23772,5,Yes,21,4,1,20,2,18,13
